loss,accuracy,val_loss,val_accuracy
10.631637573242188,0.15141165256500244,4.960094928741455,0.1823154091835022
3.770505666732788,0.18328779935836792,3.603241443634033,0.18687328696250916
3.2691073417663574,0.20241348445415497,3.32759428024292,0.206016406416893
3.0196101665496826,0.21789617836475372,3.108003616333008,0.22242479026317596
2.8238699436187744,0.2392987310886383,2.94146990776062,0.23336371779441833
2.667722225189209,0.2538706660270691,2.800152063369751,0.2443026453256607
2.531766653060913,0.27299636602401733,2.677934169769287,0.25706472992897034
2.4148125648498535,0.2848360538482666,2.57414174079895,0.2798541486263275
2.3120012283325195,0.2984972596168518,2.4727609157562256,0.2907930612564087
2.219322443008423,0.31443533301353455,2.387406349182129,0.28714677691459656
2.1377391815185547,0.32809653878211975,2.3166379928588867,0.29808568954467773
2.061116933822632,0.34471768140792847,2.2430074214935303,0.3144940733909607
1.9926133155822754,0.35974499583244324,2.1717703342437744,0.323609858751297
1.9316473007202148,0.3713570237159729,2.1151976585388184,0.3345487713813782
1.8730859756469727,0.38319671154022217,2.060187339782715,0.3436645269393921
1.8218441009521484,0.39458104968070984,2.0152814388275146,0.35460346937179565
1.7747652530670166,0.4055100083351135,1.973020315170288,0.35460346937179565
1.7294464111328125,0.41234061121940613,1.928011417388916,0.3728350102901459
1.6883777379989624,0.4241803288459778,1.8912947177886963,0.3828623592853546
1.6502468585968018,0.4341985285282135,1.8548654317855835,0.38650867342948914
1.613648772239685,0.4469490051269531,1.8283441066741943,0.3874202370643616
1.5824971199035645,0.4549180269241333,1.7873046398162842,0.4056517779827118
1.551685094833374,0.4585610330104828,1.7658843994140625,0.41659069061279297
1.523324966430664,0.47040072083473206,1.7340011596679688,0.4320875108242035
1.4977155923843384,0.4783697724342346,1.7053377628326416,0.4348222315311432
1.4718990325927734,0.48747724294662476,1.6780574321746826,0.4329990744590759
1.4480043649673462,0.49476319551467896,1.6553417444229126,0.4384685456752777
1.425909399986267,0.4965847134590149,1.638244390487671,0.4557885229587555
1.405813455581665,0.5097905397415161,1.6126186847686768,0.4585232436656952
1.385719656944275,0.5170764923095703,1.59382963180542,0.4703737497329712
1.3665101528167725,0.5191256999969482,1.5808087587356567,0.47128531336784363
1.3502863645553589,0.5229963660240173,1.560865044593811,0.47128531336784363
1.3328462839126587,0.5286885499954224,1.540276050567627,0.48040109872817993
1.3177369832992554,0.5339252948760986,1.5271393060684204,0.4822242558002472
1.3026909828186035,0.5364298820495605,1.5178180932998657,0.4876936972141266
1.2888332605361938,0.5396174788475037,1.4963277578353882,0.4940747618675232
1.2747589349746704,0.5462204217910767,1.4864253997802734,0.4940747618675232
1.2613786458969116,0.5487249493598938,1.469011902809143,0.5059252381324768
1.248329758644104,0.5516848564147949,1.4682912826538086,0.5059252381324768
1.2374391555786133,0.5573770403862,1.446082592010498,0.5059252381324768
1.225264072418213,0.5653460621833801,1.4377400875091553,0.5168641805648804
1.2142657041549683,0.562841534614563,1.4283078908920288,0.5177757740020752
1.2038393020629883,0.568078339099884,1.4138295650482178,0.5214220881462097
1.1932204961776733,0.5646630525588989,1.4099112749099731,0.5177757740020752
1.1839079856872559,0.5744535326957703,1.3975023031234741,0.5168641805648804
1.1730877161026,0.5769581198692322,1.390213966369629,0.5268915295600891
1.1643589735031128,0.5787795782089233,1.3820825815200806,0.5278031229972839
1.15580153465271,0.5806010961532593,1.3697813749313354,0.5341841578483582
1.1467293500900269,0.5824226140975952,1.3604891300201416,0.5405651926994324
1.1380324363708496,0.5878870487213135,1.3638733625411987,0.5350956916809082
1.1293799877166748,0.5869763493537903,1.3561952114105225,0.5369188785552979
1.121242880821228,0.5919854044914246,1.3432928323745728,0.5460346341133118
1.1138635873794556,0.5926684737205505,1.3327347040176392,0.5515040755271912
1.1056181192398071,0.5956284403800964,1.3269630670547485,0.5533272624015808
1.0987755060195923,0.6004098653793335,1.3187907934188843,0.5542388558387756
1.0906931161880493,0.6010928750038147,1.3184806108474731,0.5533272624015808
1.0842205286026,0.6033697724342346,1.3066262006759644,0.5578851699829102
1.0762873888015747,0.6058743000030518,1.3091187477111816,0.5578851699829102
1.0705732107162476,0.6104280352592468,1.2969298362731934,0.5624430179595947
1.0635615587234497,0.6122495532035828,1.2954601049423218,0.5642662048339844
1.058120846748352,0.6140710115432739,1.2848966121673584,0.5706472396850586
1.0516057014465332,0.6149817705154419,1.284520149230957,0.568824052810669
1.0460470914840698,0.6174863576889038,1.276678442955017,0.5733819603919983
1.0384479761123657,0.619763195514679,1.2753642797470093,0.5615314245223999
1.0334709882736206,0.6204462647438049,1.2746490240097046,0.5706472396850586
1.026806116104126,0.6211293339729309,1.2593274116516113,0.576116681098938
1.020918846130371,0.6270492076873779,1.2586859464645386,0.5779398083686829
1.015946388244629,0.6281875967979431,1.2538743019104004,0.5797629952430725
1.0108931064605713,0.6295537352561951,1.2496466636657715,0.5797629952430725
1.005251169204712,0.6284152865409851,1.2443373203277588,0.5770282745361328
0.9989535212516785,0.6329690217971802,1.2433185577392578,0.5788514018058777
0.9941056966781616,0.6359289884567261,1.239137887954712,0.5770282745361328
0.9893627762794495,0.6361566781997681,1.2369743585586548,0.5870556235313416
0.9852356910705566,0.6379781365394592,1.2376224994659424,0.5797629952430725
0.9796407222747803,0.6425318717956543,1.2329903841018677,0.583409309387207
0.9748241901397705,0.6404827237129211,1.2262545824050903,0.5943482518196106
0.9704508781433105,0.6400273442268372,1.216801643371582,0.5934366583824158
0.965198814868927,0.6438980102539062,1.216103196144104,0.592525064945221
0.9610151052474976,0.6457194685935974,1.216352939605713,0.5888787508010864
0.9560432434082031,0.6475409865379333,1.2053699493408203,0.5934366583824158
0.9523148536682129,0.6491348147392273,1.2060714960098267,0.5916134715080261
0.9469982385635376,0.6509562730789185,1.2026041746139526,0.5888787508010864
0.9424352049827576,0.6545992493629456,1.2074151039123535,0.5952597856521606
0.9388853311538696,0.6539162397384644,1.1961758136749268,0.6043755412101746
0.9336496591567993,0.6557376980781555,1.196686029434204,0.6089334487915039
0.9303132891654968,0.6566484570503235,1.1923232078552246,0.6007292866706848
0.9269935488700867,0.6607468128204346,1.1920759677886963,0.6043755412101746
0.9227465987205505,0.6625683307647705,1.18662428855896,0.6043755412101746
0.9184483289718628,0.6605191230773926,1.1846740245819092,0.6034640073776245
0.914618730545044,0.6623406410217285,1.1876676082611084,0.5989060997962952
0.910016655921936,0.6684881448745728,1.1823123693466187,0.5989060997962952
0.9058448672294617,0.6687158346176147,1.1780420541763306,0.6025524139404297
0.9040895700454712,0.6698542833328247,1.1695078611373901,0.6052871346473694
0.8996690511703491,0.6687158346176147,1.1677131652832031,0.6116681694984436
0.896088182926178,0.6723588109016418,1.1678680181503296,0.6080218553543091
0.8920179009437561,0.6755464673042297,1.1652554273605347,0.6025524139404297
0.8880851864814758,0.6778233051300049,1.1654826402664185,0.6098450422286987
0.8847395777702332,0.6771402359008789,1.167586088180542,0.6144028902053833
0.8818058967590332,0.6789617538452148,1.1586370468139648,0.6107566356658936
0.877979040145874,0.681010901927948,1.1568666696548462,0.6134913563728333
0.8747076988220215,0.6848816275596619,1.158517599105835,0.6098450422286987
0.8714702129364014,0.6848816275596619,1.1481525897979736,0.6125797629356384
0.8674009442329407,0.687613844871521,1.1550089120864868,0.6080218553543091
0.8645868897438049,0.6853369474411011,1.149855375289917,0.6116681694984436
0.8618090748786926,0.688979983329773,1.1436580419540405,0.6134913563728333
